price,percentage
1550,20.589076823855045
1590,20.1813931438398
650,32.07755711382156
1380,22.419447393446504
850,29.141365691763653
1190,24.652374197545193
650,32.07755711382156
1790,18.27435616161455
2440,13.58874083110468
399,36.07232126271567
1880,17.48762816556966
2630,12.655942641156297
1090,25.906975104566307
1690,19.200503524008223
950,27.755383366891557
1920,17.152204265372447
1690,19.200503524008223
1960,16.825539126365307
2990,11.430483893047274
450,35.232717565631106
1430,21.864680431041172
460,35.06975902858403
1999,16.515473660591653
810,29.711086453795104
3149,11.115108903934136
320,37.40099400151162
2550,13.024613180493464
2359,14.046489792523126
2699,12.366104558413948
730,30.876804261428205
2490,13.324107833120259
900,28.441531747147867
680,31.62316912486621
1750,18.638246035679472
840,29.282974748409945
1290,23.452515547961983
890,28.58040369092226
250,38.606847047192275
2050,16.12256678420041
2140,15.463935670560218
3350,10.914484801333536
3550,10.934375280922637
2510,13.222086591947143
920,28.165430127322203
640,32.23011462195544
4890,16.71594761661286
1350,22.75887664178225
1890,17.402951056658782
780,30.14412496234967
1790,18.27435616161455
2100,15.751186384212065
2390,13.867059393448578
2690,12.402431484777338
1020,26.817767382656648
770,30.289565977016622
1470,21.430720467455732
1230,24.16586166681936
2770,12.09507227377063
1790,18.27435616161455
4770,15.797481545687653
1870,17.572852697054905
520,34.10350368036352
2880,11.729659017659017
630,32.3832195526637
1860,17.65862465111453
1580,20.282492929982045
900,28.441531747147867
990,27.216318269025333
1210,24.408023087033516
1720,18.916911378259144
2850,11.82274810752418
720,31.024982388967047
1659,19.498724621723024
2950,11.531610931410242
2690,12.402431484777338
1990,16.586288209140932
499,34.439451356798614
2690,12.402431484777338
1599,20.090871382612875
1690,19.200503524008223
1320,23.10323269328741
440,35.396223525252566
630,32.3832195526637
630,32.3832195526637
720,31.024982388967047
1320,23.10323269328741
2950,11.531610931410242
1118,25.550168831050655
2500,13.272823501246506
790,29.999231370257103
870,28.8597898461942
3599,10.972643962571958
1850,17.744944027748545
1750,18.638246035679472
530,33.944377101337096
2470,13.428318764590891
3050,11.295216012734201
1990,16.586288209140932
2660,12.526723661382118
1470,21.430720467455732
1730,18.823475508158204
2520,13.171897105222158
590,33.0011135012405
1710,19.010894670934455
3690,11.078585189337218
430,35.5602769074484
1090,25.906975104566307
2229,14.856227625567083
3080,11.234972277331785
480,34.74548422221301
850,29.141365691763653
1750,18.638246035679472
1650,19.586290301048304
2750,12.168627541076035
4290,12.911905769092705
3120,11.162311212836528
2499,13.277927300418035
1990,16.586288209140932
1380,22.419447393446504
660,31.925547028262066
2260,14.654736096745062
2120,15.60646618223739
248,38.641694135608134
1859,17.667231954762087
1690,19.200503524008223
550,33.62776621100738
1540,20.692366300294808
2699,12.366104558413948
2470,13.428318764590891
2100,15.751186384212065
1540,20.692366300294808
3550,10.934375280922637
1120,25.524846895428993
1730,18.823475508158204
780,30.14412496234967
1450,21.646605604099697
590,33.0011135012405
599,32.86132370831946
2149,15.400511326765056
1820,18.00718669309684
2650,12.569249232065797
890,28.58040369092226
2440,13.58874083110468
2180,15.185443718098433
859,29.01438558708308
2080,15.898096276484267
1760,18.546452433301667
1800,18.18475224953427
2330,14.219106613215764
890,28.58040369092226
950,27.755383366891557
1730,18.823475508158204
829,29.439376983794276
899,28.455394307509458
1950,16.90638427725552
1380,22.419447393446504
1490,21.217025021109286
2930,11.585458986037992
2750,12.168627541076035
3099,11.199366163660653
2277,14.546474226333224
799,29.869295183674886
790,29.999231370257103
1200,24.529924931002164
1890,17.402951056658782
980,27.350263409630323
2590,12.835898530229844
999,27.096235688781938
850,29.141365691763653
2690,12.402431484777338
2390,13.867059393448578
4530,14.197035955968992
1939,16.995946216308166
2150,15.393491548583206
1950,16.90638427725552
1040,26.55480390461608
2240,14.784128466637128
1790,18.27435616161455
2559,12.981388729692888
1770,18.455206253498254
4490,13.960950688514451
290,37.914503628499915
1780,18.364507496269205
1820,18.00718669309684
1180,24.7753708866626
1399,22.207023788250932
2060,16.047195859053986
2090,15.824367619060979
2830,11.88754461363952
1360,22.645186136429288
1160,25.023006532620546
850,29.141365691763653
1559,20.496584341360357
2199,15.056228344208485
2049,16.130133984956643
2480,13.375939587568382
2399,13.815952057576943
3299,10.944450510911444
1930,17.069716846759093
450,35.232717565631106
1740,18.73058706063165
2459,13.486568132389053
1810,18.095695760028363
3420,10.89653874205547
1090,25.906975104566307
2390,13.867059393448578
2490,13.324107833120259
3250,10.986652947695852
1940,16.987776850720117
1620,19.881378320859348
4300,12.95915750060719
830,29.42513122763062
2120,15.60646618223739
2699,12.366104558413948
3199,11.0445372085671
1450,21.646605604099697
2330,14.219106613215764
850,29.141365691763653
430,35.5602769074484
1630,19.782468225014618
2320,14.279697128853954
590,33.0011135012405
2450,13.534719386359033
2690,12.402431484777338
1580,20.282492929982045
820,29.56783512942567
3300,10.943726092334963
850,29.141365691763653
2720,12.28306611134198
1980,16.66549109230801
2280,14.527533417150515
550,33.62776621100738
2499,13.277927300418035
3230,11.007655647860865
3150,11.113563351496076
2400,13.810300835831036
900,28.441531747147867
1070,26.164464356863082
890,28.58040369092226
1280,23.570038011335598
2850,11.82274810752418
1830,17.919225048739698
1250,23.925889936902713
650,32.07755711382156
3400,10.898929074691594
780,30.14412496234967
3380,10.90350909762524
2190,15.117189286418935
3550,10.934375280922637
1850,17.744944027748545
3500,10.908874314486148
3540,10.928180242486576
880,28.719823057271043
1500,21.110998431797633
1799,18.193688006726454
3449,10.896962197124047
3900,11.496077848043399
590,33.0011135012405
659,31.94072340280217
2080,15.898096276484267
2039,16.20610707493489
1300,23.335540507162747
2470,13.428318764590891
1900,17.318821370322294
770,30.289565977016622
3050,11.295216012734201
530,33.944377101337096
1350,22.75887664178225
1799,18.193688006726454
1190,24.652374197545193
1430,21.864680431041172
2400,13.810300835831036
2100,15.751186384212065
2200,15.049482277313821
2000,16.507632748548225
3500,10.908874314486148
2500,13.272823501246506
3130,11.145514503148664
430,35.5602769074484
2570,12.929161010212898
1020,26.817767382656648
650,32.07755711382156
360,36.723978414901865
1150,25.14764548946109
1539,20.70272535618037
550,33.62776621100738
1950,16.90638427725552
680,31.62316912486621
5320,20.654444898298102
2900,11.670336737287474
950,27.755383366891557
1918,17.168767439804043
2099,15.758479873681111
1150,25.14764548946109
2430,13.643309698424698
1069,26.17739629884823
920,28.165430127322203
889,28.594320993541295
2140,15.463935670560218
549,33.6435447503793
4920,16.957881142267688
1610,19.980835839278452
1460,21.538389324490524
730,30.876804261428205
1180,24.7753708866626
269,38.276891815277516
3000,11.406570689892483
2930,11.585458986037992
600,32.84581888023473
2199,15.056228344208485
2440,13.58874083110468
1500,21.110998431797633
2290,14.464753211214799
1990,16.586288209140932
2350,14.09956784966252
1550,20.589076823855045
1720,18.916911378259144
999,27.096235688781938
265,38.34619184785568
1760,18.546452433301667
2600,12.790088424099892
375,36.472355688042526
1830,17.919225048739698
4090,12.081829879422578
740,30.72917355646374
790,29.999231370257103
2840,11.854872649294663
610,32.69107168180334
3450,10.897058912409122
1599,20.090871382612875
650,32.07755711382156
2990,11.430483893047274
1649,19.596047192102052
2320,14.279697128853954
1900,17.318821370322294
550,33.62776621100738
1799,18.193688006726454
720,31.024982388967047
2330,14.219106613215764
1400,22.195898340761236
448,35.265374963749444
560,33.47028189970409
990,27.216318269025333
1950,16.90638427725552
1330,22.987899920211316
2150,15.393491548583206
3390,10.90094537487122
650,32.07755711382156
1790,18.27435616161455
2240,14.784128466637128
2790,12.023706696762748
699,31.337938317278223
840,29.282974748409945
2469,13.433586790534726
2450,13.534719386359033
3640,11.014764642694189
830,29.42513122763062
270,38.25958049269734
2150,15.393491548583206
1680,19.296129084406672
2440,13.58874083110468
1890,17.402951056658782
1250,23.925889936902713
1230,24.16586166681936
750,30.582090274073654
2260,14.654736096745062
2259,14.6611537100951
490,34.58416795288907
760,30.435554414257947
1530,20.796203199308945
1050,26.424143299457366
3440,10.896338099716871
2550,13.024613180493464
2840,11.854872649294663
2520,13.171897105222158
2270,14.590861045660596
1440,21.755369306283242
790,29.999231370257103
1950,16.90638427725552
850,29.141365691763653
930,28.02820045127094
1459,21.549186318435595
2630,12.655942641156297
2119,15.61365018719156
1500,21.110998431797633
1950,16.90638427725552
2690,12.402431484777338
2230,14.849645785444736
630,32.3832195526637
1950,16.90638427725552
429,35.57671235390957
2570,12.929161010212898
2490,13.324107833120259
2680,12.44331478773789
2630,12.655942641156297
2190,15.117189286418935
3350,10.914484801333536
2790,12.023706696762748
1020,26.817767382656648
2220,14.915710526826718
860,29.000304057691736
4350,13.203627496795306
2499,13.277927300418035
2900,11.670336737287474
250,38.606847047192275
920,28.165430127322203
1190,24.652374197545193
1970,16.745241398049465
190,39.6617848524622
3880,11.445915613539128
1649,19.596047192102052
2950,11.531610931410242
2450,13.534719386359033
2490,13.324107833120259
3150,11.113563351496076
1290,23.452515547961983
2299,14.40871907217376
830,29.42513122763062
2530,13.122255041071544
650,32.07755711382156
570,33.31334501097518
2870,11.760141291706365
2840,11.854872649294663
2470,13.428318764590891
590,33.0011135012405
490,34.58416795288907
990,27.216318269025333
3070,11.254506099891543
1790,18.27435616161455
1850,17.744944027748545
790,29.999231370257103
620,32.53687190594633
580,33.156955544820654
3130,11.145514503148664
2555,13.000544854457925
2899,11.67325084616148
2730,12.244372498678956
1430,21.864680431041172
1799,18.193688006726454
2390,13.867059393448578
2190,15.117189286418935
2990,11.430483893047274
2050,16.12256678420041
2090,15.824367619060979
2399,13.815952057576943
2650,12.569249232065797
2850,11.82274810752418
2670,12.48474551327281
1270,23.688107897283594
1140,25.27283186887601
1150,25.14764548946109
2330,14.219106613215764
830,29.42513122763062
340,37.061391363057986
1760,18.546452433301667
2890,11.699724166186058
1180,24.7753708866626
540,33.78579794488505
430,35.5602769074484
650,32.07755711382156
2995,11.41845886364808
489,34.60027494580561
1799,18.193688006726454
2250,14.71915857040391
1690,19.200503524008223
1670,19.392302067379504
1790,18.27435616161455
920,28.165430127322203
680,31.62316912486621
635,32.30659865948777
690,31.47280130702985
470,34.90734791411133
2990,11.430483893047274
1849,17.753606073653536
2249,14.725630926011384
1750,18.638246035679472
2320,14.279697128853954
2840,11.854872649294663
880,28.719823057271043
2930,11.585458986037992
2940,11.558261247436928
390,36.221964661975534
2999,11.408937376192117
670,31.77408436527695
950,27.755383366891557
2399,13.815952057576943
3380,10.90350909762524
2650,12.569249232065797
1970,16.745241398049465
1640,19.68410555174427
2420,13.698425988319098
1470,21.430720467455732
620,32.53687190594633
1300,23.335540507162747
1700,19.105425386184148
1950,16.90638427725552
870,28.8597898461942
1620,19.881378320859348
2450,13.534719386359033
999,27.096235688781938
620,32.53687190594633
1320,23.10323269328741
1589,20.19147848843818
880,28.719823057271043
220,39.131852548242534
320,37.40099400151162
2839,11.858115211713304
310,37.571616454600004
2630,12.655942641156297
1150,25.14764548946109
1890,17.402951056658782
1139,25.285380615059093
2890,11.699724166186058
1390,22.307399155816682
820,29.56783512942567
750,30.582090274073654
690,31.47280130702985
1810,18.095695760028363
1030,26.686011932349174
1060,26.294030116873035
999,27.096235688781938
550,33.62776621100738
3030,11.33811561587438
2220,14.915710526826718
880,28.719823057271043
1669,19.40194947391838
699,31.337938317278223
2600,12.790088424099892
2800,11.98884504212037
1590,20.1813931438398
2130,15.534927215111612
1800,18.18475224953427
1850,17.744944027748545
2650,12.569249232065797
950,27.755383366891557
2079,15.90549925046819
2890,11.699724166186058
650,32.07755711382156
1489,21.22765778828204
790,29.999231370257103
720,31.024982388967047
4690,15.228964637687831
690,31.47280130702985
1699,19.11490856595071
1990,16.586288209140932
320,37.40099400151162
2290,14.464753211214799
1690,19.200503524008223
800,29.854885200738913
590,33.0011135012405
2050,16.12256678420041
1270,23.688107897283594
630,32.3832195526637
1550,20.589076823855045
1160,25.023006532620546
1780,18.364507496269205
760,30.435554414257947
2780,12.0591157739795
560,33.47028189970409
490,34.58416795288907
290,37.914503628499915
700,31.32298091176787
460,35.06975902858403
1950,16.90638427725552
1060,26.294030116873035
3130,11.145514503148664
1780,18.364507496269205
1570,20.384140138698665
499,34.439451356798614
1400,22.195898340761236
500,34.423399106139506
1550,20.589076823855045
1620,19.881378320859348
1520,20.90058752089746
1890,17.402951056658782
857,29.042565068543002
1000,27.082920550994725
480,34.74548422221301
2160,15.323594849180566
499,34.439451356798614
2120,15.60646618223739
1530,20.796203199308945
820,29.56783512942567
1180,24.7753708866626
3750,11.173234790263358
650,32.07755711382156
890,28.58040369092226
1400,22.195898340761236
1850,17.744944027748545
2920,11.613204147213445
590,33.0011135012405
1750,18.638246035679472
2380,13.924365373640494
1290,23.452515547961983
2510,13.222086591947143
850,29.141365691763653
1100,25.779051612279492
1329,22.999408563503074
1199,24.54214522364062
1239,24.05760341418255
1230,24.16586166681936
669,31.789205997559613
490,34.58416795288907
1930,17.069716846759093
1200,24.529924931002164
300,37.74278633026277
850,29.141365691763653
970,27.484755972809687
1850,17.744944027748545
390,36.221964661975534
480,34.74548422221301
970,27.484755972809687
590,33.0011135012405
350,36.892411177692736
499,34.439451356798614
790,29.999231370257103
1499,21.121576456712948
1060,26.294030116873035
620,32.53687190594633
2570,12.929161010212898
1220,24.286668665639247
1840,17.831810826956925
2050,16.12256678420041
1660,19.489022472926713
1880,17.48762816556966
1520,20.90058752089746
2350,14.09956784966252
2250,14.71915857040391
2590,12.835898530229844
2190,15.117189286418935
1790,18.27435616161455
1950,16.90638427725552
3330,10.924539050010964
549,33.6435447503793
1170,24.898914998354382
3980,11.718623689035645
2250,14.71915857040391
4340,13.153638652408922
950,27.755383366891557
4100,12.118133159449478
1020,26.817767382656648
2690,12.402431484777338
3590,10.964629660410644
590,33.0011135012405
650,32.07755711382156
830,29.42513122763062
2980,11.45494451877645
1080,26.035446019427503
730,30.876804261428205
1860,17.65862465111453
1950,16.90638427725552
2039,16.20610707493489
1150,25.14764548946109
2290,14.464753211214799
1990,16.586288209140932
899,28.455394307509458
1080,26.035446019427503
3380,10.90350909762524
399,36.07232126271567
2049,16.130133984956643
2950,11.531610931410242
2900,11.670336737287474
1620,19.881378320859348
849,29.155501963412433
2640,12.612322225323854
720,31.024982388967047
1689,19.210041446032218
2660,12.526723661382118
2830,11.88754461363952
1589,20.19147848843818
3390,10.90094537487122
2890,11.699724166186058
1050,26.424143299457366
2130,15.534927215111612
599,32.86132370831946
1540,20.692366300294808
3150,11.113563351496076
4790,15.945084998431383
769,30.304140186724908
1670,19.392302067379504
699,31.337938317278223
1350,22.75887664178225
1650,19.586290301048304
730,30.876804261428205
730,30.876804261428205
1430,21.864680431041172
2000,16.507632748548225
880,28.719823057271043
880,28.719823057271043
480,34.74548422221301
490,34.58416795288907
550,33.62776621100738
430,35.5602769074484
2880,11.729659017659017
1770,18.455206253498254
2150,15.393491548583206
750,30.582090274073654
1790,18.27435616161455
2670,12.48474551327281
1740,18.73058706063165
1050,26.424143299457366
2150,15.393491548583206
1225,24.226196738407506
2630,12.655942641156297
2190,15.117189286418935
1850,17.744944027748545
1290,23.452515547961983
2599,12.794644800697043
3490,10.905416388921985
2150,15.393491548583206
1550,20.589076823855045
3590,10.964629660410644
790,29.999231370257103
1390,22.307399155816682
2590,12.835898530229844
2990,11.430483893047274
2750,12.168627541076035
1999,16.515473660591653
2590,12.835898530229844
1870,17.572852697054905
740,30.72917355646374
1050,26.424143299457366
850,29.141365691763653
1900,17.318821370322294
500,34.423399106139506
440,35.396223525252566
720,31.024982388967047
2780,12.0591157739795
4430,13.623245464564
690,31.47280130702985
1590,20.1813931438398
1500,21.110998431797633
899,28.455394307509458
2750,12.168627541076035
1470,21.430720467455732
640,32.23011462195544
2490,13.324107833120259
2490,13.324107833120259
850,29.141365691763653
680,31.62316912486621
1660,19.489022472926713
670,31.77408436527695
1880,17.48762816556966
1970,16.745241398049465
1580,20.282492929982045
1430,21.864680431041172
1590,20.1813931438398
590,33.0011135012405
2650,12.569249232065797
1960,16.825539126365307
670,31.77408436527695
2570,12.929161010212898
1750,18.638246035679472
1140,25.27283186887601
699,31.337938317278223
650,32.07755711382156
3390,10.90094537487122
4150,12.307860898199685
810,29.711086453795104
599,32.86132370831946
499,34.439451356798614
1699,19.11490856595071
599,32.86132370831946
750,30.582090274073654
3140,11.129265216035186
390,36.221964661975534
2990,11.430483893047274
490,34.58416795288907
1980,16.66549109230801
2150,15.393491548583206
600,32.84581888023473
490,34.58416795288907
620,32.53687190594633
2820,11.920764000558762
750,30.582090274073654
1750,18.638246035679472
1470,21.430720467455732
399,36.07232126271567
1589,20.19147848843818
1699,19.11490856595071
2050,16.12256678420041
2149,15.400511326765056
430,35.5602769074484
339,37.078319489836105
690,31.47280130702985
1665,19.44059384233131
1920,17.152204265372447
240,38.781301458301314
2600,12.790088424099892
2250,14.71915857040391
1670,19.392302067379504
4250,12.728373068778552
1190,24.652374197545193
790,29.999231370257103
820,29.56783512942567
330,37.230918970997614
1290,23.452515547961983
1120,25.524846895428993
990,27.216318269025333
3160,11.09840890953135
3250,10.986652947695852
540,33.78579794488505
840,29.282974748409945
650,32.07755711382156
1390,22.307399155816682
960,27.61979595856343
1329,22.999408563503074
1450,21.646605604099697
740,30.72917355646374
790,29.999231370257103
1560,20.486334769989664
1690,19.200503524008223
1940,16.987776850720117
449,35.249043527577406
990,27.216318269025333
990,27.216318269025333
2500,13.272823501246506
1880,17.48762816556966
2100,15.751186384212065
890,28.58040369092226
3880,11.445915613539128
550,33.62776621100738
2890,11.699724166186058
1760,18.546452433301667
990,27.216318269025333
799,29.869295183674886
2380,13.924365373640494
1630,19.782468225014618
690,31.47280130702985
750,30.582090274073654
950,27.755383366891557
500,34.423399106139506
460,35.06975902858403
500,34.423399106139506
290,37.914503628499915
600,32.84581888023473
780,30.14412496234967
530,33.944377101337096
700,31.32298091176787
790,29.999231370257103
870,28.8597898461942
1750,18.638246035679472
2950,11.531610931410242
4850,16.40103349844771
1290,23.452515547961983
2370,13.98221877640679
860,29.000304057691736
830,29.42513122763062
449,35.249043527577406
1390,22.307399155816682
980,27.350263409630323
1880,17.48762816556966
1100,25.779051612279492
650,32.07755711382156
830,29.42513122763062
1530,20.796203199308945
1980,16.66549109230801
2250,14.71915857040391
3120,11.162311212836528
630,32.3832195526637
1129,25.41116915930583
1720,18.916911378259144
2890,11.699724166186058
3590,10.964629660410644
590,33.0011135012405
980,27.350263409630323
1150,25.14764548946109
355,36.808126368475506
579,33.172569857420264
1780,18.364507496269205
1220,24.286668665639247
2350,14.09956784966252
2720,12.28306611134198
2350,14.09956784966252
2550,13.024613180493464
2390,13.867059393448578
1060,26.294030116873035
1390,22.307399155816682
950,27.755383366891557
1980,16.66549109230801
2330,14.219106613215764
2150,15.393491548583206
2750,12.168627541076035
599,32.86132370831946
630,32.3832195526637
1580,20.282492929982045
1349,22.77027580055914
1049,26.437184725957394
1649,19.596047192102052
1599,20.090871382612875
1499,21.121576456712948
1499,21.121576456712948
2399,13.815952057576943
2570,12.929161010212898
699,31.337938317278223
1260,23.806725205805968
4390,13.409057100084624
2220,14.915710526826718
1100,25.779051612279492
3099,11.199366163660653
860,29.000304057691736
470,34.90734791411133
3150,11.113563351496076
450,35.232717565631106
399,36.07232126271567
1750,18.638246035679472
2000,16.507632748548225
3170,11.083801890140997
2120,15.60646618223739
2170,15.254245572352314
4400,13.461783057342906
870,28.8597898461942
950,27.755383366891557
340,37.061391363057986
1749,18.647455504158835
999,27.096235688781938
999,27.096235688781938
1990,16.586288209140932
3050,11.295216012734201
1549,20.599381137483174
1279,23.58182036591455
2249,14.725630926011384
2299,14.40871907217376
350,36.892411177692736
1720,18.916911378259144
850,29.141365691763653
2790,12.023706696762748
2440,13.58874083110468
879,28.73379510214751
3200,11.043265367416218
1190,24.652374197545193
1590,20.1813931438398
1690,19.200503524008223
1360,22.645186136429288
1730,18.823475508158204
2550,13.024613180493464
610,32.69107168180334
1500,21.110998431797633
2550,13.024613180493464
1190,24.652374197545193
1949,16.914498900586135
2899,11.67325084616148
450,35.232717565631106
2320,14.279697128853954
3490,10.905416388921985
1430,21.864680431041172
390,36.221964661975534
880,28.719823057271043
1780,18.364507496269205
550,33.62776621100738
1790,18.27435616161455
870,28.8597898461942
1190,24.652374197545193
2050,16.12256678420041
2520,13.171897105222158
1020,26.817767382656648
880,28.719823057271043
760,30.435554414257947
449,35.249043527577406
1790,18.27435616161455
1250,23.925889936902713
2390,13.867059393448578
2120,15.60646618223739
1090,25.906975104566307
2680,12.44331478773789
830,29.42513122763062
2200,15.049482277313821
990,27.216318269025333
1830,17.919225048739698
4290,12.911905769092705
3360,10.91027881085639
410,35.89002593956321
430,35.5602769074484
1220,24.286668665639247
520,34.10350368036352
950,27.755383366891557
5097,18.485574022144554
1970,16.745241398049465
2220,14.915710526826718
2800,11.98884504212037
2600,12.790088424099892
390,36.221964661975534
3690,11.078585189337218
980,27.350263409630323
849,29.155501963412433
849,29.155501963412433
1690,19.200503524008223
750,30.582090274073654
1230,24.16586166681936
2290,14.464753211214799
2360,14.040619601747466
349,36.909284562213415
939,27.9051617891259
1550,20.589076823855045
4020,11.843034751316857
1860,17.65862465111453
430,35.5602769074484
4790,15.945084998431383
620,32.53687190594633
4840,16.32367352534238
2190,15.117189286418935
2630,12.655942641156297
2650,12.569249232065797
2970,11.479952567079998
2180,15.185443718098433
259,38.45030612349524
1510,21.005519265060357
2480,13.375939587568382
2849,11.825935927685382
2090,15.824367619060979
2190,15.117189286418935
1190,24.652374197545193
1320,23.10323269328741
1920,17.152204265372447
2150,15.393491548583206
1890,17.402951056658782
830,29.42513122763062
780,30.14412496234967
2030,16.2749509022164
920,28.165430127322203
2390,13.867059393448578
1650,19.586290301048304
2460,13.481245364187775
1139,25.285380615059093
1849,17.753606073653536
1200,24.529924931002164
1699,19.11490856595071
760,30.435554414257947
2940,11.558261247436928
1550,20.589076823855045
3000,11.406570689892483
1050,26.424143299457366
2050,16.12256678420041
530,33.944377101337096
1150,25.14764548946109
3260,10.976972731474909
459,35.08603024827289
2190,15.117189286418935
2090,15.824367619060979
2350,14.09956784966252
1970,16.745241398049465
590,33.0011135012405
550,33.62776621100738
2250,14.71915857040391
2899,11.67325084616148
1300,23.335540507162747
550,33.62776621100738
550,33.62776621100738
1250,23.925889936902713
